#err=quantile 95% around the meadian
#sysn mu_true 	 mu_estimate 	 mu_lim1 	 mu_lim2 	 dt_true  	 dt_estimate  	 dt_lim1 	 dt_lim2 
10000 	 2.325200	 1.328641	 0.012707	 2.207027	 4.571200	 9.015602	 4.473919	 10.732692
10001 	 2.325200	 1.183232	 0.012614	 1.527381	 4.571200	 8.366837	 0.823712	 11.941012
10002 	 0.000000	 1.792811	 0.012686	 2.178250	 0.000000	 8.691638	 4.335700	 11.173963
10003 	 0.000000	 0.859782	 0.012154	 1.703727	 0.000000	 8.117988	 5.668203	 10.363058
10004 	 0.000000	 2.017179	 0.276503	 3.159413	 0.000000	 9.751366	 6.453114	 11.946197
10005 	 0.000000	 1.021572	 0.011691	 0.785071	 0.000000	 6.690942	 0.612332	 24.929246
10006 	 0.794300	 0.960436	 0.557692	 1.285648	 9.208500	 10.953318	 9.162792	 11.736094
10007 	 0.794300	 1.076616	 0.450256	 1.382093	 9.208500	 10.281409	 8.565306	 12.009187
10008 	 0.000000	 0.981968	 0.152675	 1.862030	 0.000000	 7.899309	 5.080990	 9.939069
10009 	 0.000000	 0.883247	 0.010408	 0.914537	 0.000000	 6.739263	 0.095273	 14.300975
10010 	 0.567900	 1.200181	 0.473313	 1.772806	 3.020200	 9.167011	 6.883836	 10.342329
10011 	 0.567900	 1.263717	 0.331676	 1.831180	 3.020200	 9.110778	 6.325078	 10.410708
10012 	 1.286500	 0.923301	 0.455904	 1.272449	 11.864800	 12.594076	 9.688892	 13.743933
10013 	 1.286500	 1.144640	 0.619131	 1.683292	 11.864800	 13.040837	 10.747746	 13.874904
10014 	 0.421500	 1.369959	 0.387790	 1.546125	 12.623700	 11.863020	 9.047456	 13.429705
10015 	 0.421500	 1.093181	 0.012579	 1.450469	 12.623700	 11.324977	 3.405458	 15.310809
10016 	 1.575800	 2.021380	 1.295584	 2.857155	 6.657900	 11.090589	 9.510136	 12.059709
10017 	 1.575800	 1.591212	 0.328245	 2.336842	 6.657900	 8.769937	 6.575489	 10.378779
10018 	 1.404700	 1.603566	 0.012613	 2.126209	 4.848300	 9.125724	 5.228137	 11.040442
10019 	 1.404700	 1.391916	 0.203175	 1.676015	 4.848300	 9.629890	 6.618638	 11.967697
10020 	 0.000000	 1.197179	 0.012270	 1.235862	 0.000000	 8.087232	 0.095827	 13.513806
